Product_Name,Sales,Profit,Quantity,Discount,Shipping_Cost,Profit_Margin,Profit_Rank,Sales_Rank,Quantity_Rank
"Deflect-O Frame, Durable",6745.410000000001,2203.17,77,0.16956521739130434,646.915,0.32661765556133726,169.0,533.0,704.0
"Deflect-O Frame, Erganomic",7106.364,-337.0259999999999,84,0.14166666666666666,636.254,-0.04742594102975867,3588.0,486.0,574.5
Deflect-O Glasstique Clear Desk Accessories,124.74,37.03699999999999,17,0.06666666666666667,11.02,0.29691358024691356,2498.0,3231.0,2900.0
"Deflect-O Light Bulb, Black",975.4529999999999,172.88300000000007,83,0.215,95.473,0.17723355200096785,1520.0,2105.0,587.0
"Deflect-O Light Bulb, Duo Pack",589.4069999999999,-51.07299999999999,44,0.20266666666666666,68.759,-0.08665149887938216,3326.0,2458.0,1598.5
"Deflect-O Light Bulb, Durable",359.8091999999999,66.39920000000002,30,0.1823076923076923,35.796,0.18454002843729408,2124.0,2772.0,2091.0
"Deflect-O Light Bulb, Erganomic",1064.1723,293.0923000000001,79,0.1764,123.609,0.27541808784160243,1181.0,2044.0,664.0
"Deflect-O Photo Frame, Black",2788.587,407.24699999999996,64,0.057058823529411766,216.394,0.14604062917886368,967.0,1189.0,1036.5
"Deflect-O Photo Frame, Duo Pack",1914.7259999999999,364.806,48,0.12333333333333334,173.37,0.19052647741765663,1028.0,1524.0,1484.0
"Deflect-O Photo Frame, Durable",2100.4017999999996,175.15180000000004,56,0.15944444444444444,235.474,0.08338966382527384,1512.0,1442.0,1258.5
"Deflect-O Photo Frame, Erganomic",1411.192,293.332,37,0.12307692307692308,163.192,0.2078611556754857,1180.0,1795.0,1817.0
"Deflect-O Stacking Tray, Black",1713.0685,275.12850000000003,89,0.15875,202.87,0.1606056617117179,1224.0,1616.0,506.5
"Deflect-O Stacking Tray, Durable",1331.94,-121.03999999999998,72,0.1523809523809524,154.331,-0.09087496433773291,3442.0,1848.0,813.0
"Deflect-O Stacking Tray, Erganomic",1922.8808000000001,-91.33920000000003,115,0.19176470588235295,220.019,-0.047501228365273616,3407.0,1518.0,256.5
Deflect-o DuraMat Antistatic Studded Beveled Mat for Medium Pile Carpeting,1685.44,244.38879999999997,18,0.16,177.29,0.145,1300.0,1633.0,2818.0
"Deflect-o DuraMat Lighweight, Studded, Beveled Mat for Low Pile Carpeting",673.87,72.07849999999992,17,0.06666666666666667,55.43,0.10696202531645557,2075.0,2365.0,2900.0
"Deflect-o EconoMat Nonstudded, No Bevel Mat",702.44,123.95999999999998,14,0.06666666666666667,81.57,0.17647058823529407,1747.0,2334.0,3130.5
"Deflect-o EconoMat Studded, No Bevel Mat for Low Pile Carpeting",1115.64,-125.19959999999995,33,0.17777777777777778,109.41,-0.11222222222222217,3446.0,1995.0,1956.5
Deflect-o Glass Clear Studded Chair Mats,1579.372,318.3616,26,0.028571428571428574,189.74,0.2015748031496063,1124.0,1697.0,2281.0
"Deflect-o RollaMat Studded, Beveled Mat for Medium Pile Carpeting",1623.248,-343.0956000000001,26,0.26666666666666666,209.93,-0.21136363636363642,3593.0,1670.0,2281.0
"Deflect-o SuperTray Unbreakable Stackable Tray, Letter, Black",437.70000000000005,138.3132,18,0.15,68.63000000000001,0.31599999999999995,1675.0,2688.0,2818.0
Dell Slim USB Multimedia Keyboard,125.0,30.0,5,0.0,11.55,0.24,2588.0,3229.0,3660.5
Deluxe Chalkboard Eraser Cleaner,182.49,76.461,17,0.08,23.759999999999998,0.41898734177215186,2041.0,3063.0,2900.0
Deluxe Heavy-Duty Vinyl Round Ring Binder,504.24,88.24199999999999,33,0.32857142857142857,48.69,0.175,1962.0,2574.0,1956.5
Deluxe Rollaway Locking File with Drawer,5572.792,1380.7215999999999,14,0.08,251.27,0.2477611940298507,314.0,658.0,3130.5
Design Ebony Sketching Pencil,13.621999999999998,2.3073999999999995,11,0.06666666666666667,4.0600000000000005,0.1693877551020408,3086.0,3758.0,3364.0
Desktop 3-Pocket Hot File,259.68,59.51000000000001,5,0.1,13.5,0.2291666666666667,2190.0,2924.0,3660.5
Dexim XPower Skin Super-Thin Power Case for iPhone 5 - Black,467.92,-14.622499999999981,11,0.20000000000000004,57.00999999999999,-0.03124999999999996,3222.0,2634.0,3364.0
Digium D40 VoIP phone,3044.164,571.4257,27,0.1111111111111111,291.57,0.18771186440677964,746.0,1122.0,2228.0
Disposable Triple-Filter Dust Bags,43.7,11.362000000000002,10,0.0,5.41,0.26,2912.0,3621.0,3427.5
"Dixon My First Ticonderoga Pencil, #2",95.94,17.023499999999988,19,0.15000000000000002,10.84,0.17743902439024378,2798.0,3338.0,2740.5
"Dixon Prang Watercolor Pencils, 10-Color Set with Brush",110.76,42.8982,27,0.05714285714285715,16.05,0.3873076923076923,2413.0,3275.0,2228.0
Dixon Ticonderoga Core-Lock Colored Pencils,229.572,58.66839999999999,28,0.1142857142857143,23.69,0.25555555555555554,2201.0,2977.0,2182.0
"Dixon Ticonderoga Core-Lock Colored Pencils, 48-Color Set",431.28999999999996,165.20600000000002,13,0.1,54.2,0.3830508474576272,1553.0,2695.0,3213.5
"Dixon Ticonderoga Erasable Colored Pencil Set, 12-Color",75.34800000000001,20.092799999999997,14,0.1,11.190000000000001,0.26666666666666655,2753.0,3458.0,3130.5
"Dixon Ticonderoga Maple Cedar Pencil, #2",23.332,4.912000000000001,8,0.06666666666666667,4.26,0.2105263157894737,3040.0,3723.0,3530.0
Dixon Ticonderoga Pencils,37.548,9.267800000000003,13,0.06666666666666667,8.57,0.2468253968253969,2953.0,3649.0,3213.5
Document Clip Frames,45.036,16.012800000000002,6,0.1,11.579999999999998,0.35555555555555557,2813.0,3613.0,3618.5
"Dot Matrix Printer Tape Reel Labels, White, 5000/Box",3322.878,1517.9064,36,0.05,291.63,0.45680473372781066,282.0,1057.0,1847.0
"Dual Level, Single-Width Filing Carts",6574.544,1640.5348000000001,43,0.022222222222222223,578.9399999999999,0.24952830188679248,257.0,549.0,1632.0
Durable Pressboard Binders,37.239999999999995,15.086,11,0.1,3.33,0.4051020408163266,2835.0,3652.0,3364.0
"Eaton Cards & Envelopes, 8.5 x 11",1624.2720000000002,169.632,41,0.09285714285714286,269.68399999999997,0.10443571027512633,1531.0,1669.0,1690.5
"Eaton Cards & Envelopes, Multicolor",1824.3091000000002,483.19910000000004,45,0.06928571428571428,180.243,0.26486690221520026,857.0,1561.0,1568.0
"Eaton Cards & Envelopes, Premium",3016.3674,442.0174,79,0.13263157894736843,275.623,0.1465396423525861,911.0,1127.0,664.0
"Eaton Cards & Envelopes, Recycled",2552.8455000000004,344.6655,72,0.1775,313.57,0.13501228335204774,1072.0,1267.0,813.0
"Eaton Computer Printout Paper, 8.5 x 11",2339.0895,382.3995,104,0.17785714285714285,296.296,0.1634822010872179,1000.0,1348.0,349.0
"Eaton Computer Printout Paper, Multicolor",1104.42,224.76,44,0.1325,108.426,0.20350953441625466,1359.0,2003.0,1598.5
"Eaton Computer Printout Paper, Premium",1062.0,187.95000000000002,58,0.21071428571428572,127.858,0.1769774011299435,1469.0,2048.0,1195.0
"Eaton Computer Printout Paper, Recycled",1128.6954,238.50539999999995,64,0.18722222222222223,130.775,0.21131068665647076,1322.0,1983.0,1036.5
"Eaton Memo Slips, 8.5 x 11",519.712,93.59200000000001,35,0.04,72.693,0.1800843544116742,1921.0,2555.0,1877.0
"Eaton Memo Slips, Multicolor",1016.3125,-21.527500000000007,95,0.2080952380952381,119.61,-0.021181969128589884,3254.0,2082.0,437.5
"Eaton Memo Slips, Premium",598.377,103.80699999999999,60,0.23470588235294115,80.644,0.17348093258932076,1858.0,2439.0,1140.0
"Eaton Memo Slips, Recycled",486.16749999999996,54.447500000000005,49,0.209375,60.706,0.11199329449212465,2253.0,2609.0,1459.5
"Eaton Message Books, 8.5 x 11",1261.5439999999999,465.31399999999996,61,0.07142857142857142,133.459,0.3688448440958064,883.0,1902.0,1117.5
"Eaton Message Books, Multicolor",1416.156,492.856,77,0.06999999999999999,162.267,0.3480238052869882,846.0,1791.0,704.0
"Eaton Message Books, Premium",831.775,254.91500000000002,55,0.18058823529411763,123.869,0.306471100958793,1271.0,2229.0,1289.5
"Eaton Message Books, Recycled",1543.1701999999998,317.1902,93,0.06958333333333333,121.663,0.20554453423219296,1129.0,1720.0,460.5
"Eaton Note Cards, 8.5 x 11",1811.4745,282.4044999999999,81,0.18285714285714286,172.929,0.15589758508883228,1204.0,1566.0,620.5
"Eaton Note Cards, Multicolor",1434.624,209.42399999999998,66,0.1942857142857143,166.814,0.14597831905781583,1401.0,1775.0,980.0
"Eaton Note Cards, Premium",2632.9772,232.5972,131,0.10424242424242425,365.573,0.08833999777894012,1337.0,1241.0,151.0
"Eaton Parchment Paper, 8.5 x 11",781.2969999999999,182.46700000000004,65,0.16923076923076924,93.059,0.23354371001040586,1489.0,2269.0,1010.0
"Eaton Parchment Paper, Multicolor",443.4239999999999,15.474000000000022,40,0.20357142857142857,58.94,0.03489662264559434,2825.0,2678.0,1726.5
"Eaton Parchment Paper, Premium",607.5867999999999,43.19680000000001,56,0.079375,58.787,0.07109568542305399,2406.0,2428.0,1258.5
"Eaton Parchment Paper, Recycled",409.29419999999993,103.20420000000001,46,0.18083333333333332,39.872,0.252151630782943,1862.0,2717.0,1539.0
"Eaton Premium Continuous-Feed Paper, 25% Cotton, Letter Size, White, 1000 Shts/Box",1098.504,492.6624,21,0.06000000000000001,143.55,0.44848484848484854,847.0,2013.0,2597.5
"Eberhard Faber 3 1/2"" Golf Pencils",139.872,28.272000000000002,20,0.05714285714285715,21.740000000000002,0.20212765957446807,2612.0,3182.0,2667.0
EcoTones Memo Sheets,52.8,21.6,15,0.06666666666666667,6.0600000000000005,0.4090909090909091,2729.0,3566.0,3046.5
Economy #2 Pencils,34.58,8.9908,13,0.0,7.8,0.26,2956.0,3670.0,3213.5
Economy Binders,29.952,9.7968,19,0.3,5.41,0.3270833333333333,2938.0,3687.5,2740.5
Economy Rollaway Files,3138.8,693.8399999999999,20,0.08571428571428573,429.25,0.22105263157894733,629.0,1106.0,2667.0
"Eldon ""L"" Workstation Diamond Chairmat",1002.9360000000001,-267.44960000000015,19,0.3,125.28999999999999,-0.2666666666666668,3559.0,2092.0,2740.5
Eldon 100 Class Desk Accessories,36.396,-4.8527999999999984,18,0.3,6.47,-0.13333333333333328,3157.0,3659.0,2818.0
Eldon 200 Class Desk Accessories,133.136,39.1872,22,0.028571428571428574,26.59,0.2943396226415094,2471.0,3212.0,2531.5
"Eldon 200 Class Desk Accessories, Black",75.36,28.6368,12,0.0,7.6899999999999995,0.38,2609.0,3457.0,3293.5
"Eldon 200 Class Desk Accessories, Burgundy",135.64800000000002,44.58800000000001,25,0.12000000000000002,12.02,0.3287037037037037,2386.0,3207.0,2335.0
"Eldon 200 Class Desk Accessories, Smoke",138.16,58.02720000000001,22,0.0,17.16,0.42000000000000004,2208.0,3190.0,2531.5
"Eldon 300 Class Desk Accessories, Black",29.7,13.068000000000003,6,0.0,3.91,0.4400000000000001,2885.0,3693.5,3618.5
"Eldon 400 Class Desk Accessories, Black Carbon",159.25,47.60000000000002,22,0.16666666666666666,27.83,0.29890109890109906,2350.0,3129.0,2531.5
Eldon 500 Class Desk Accessories,197.948,60.4707,17,0.06666666666666667,22.03,0.3054878048780488,2176.0,3028.0,2900.0
Eldon Advantage Chair Mats for Low to Medium Pile Carpets,563.03,56.30299999999995,13,0.0,46.33,0.09999999999999991,2223.0,2495.0,3213.5
Eldon Advantage Foldable Chair Mats for Low Pile Carpets,379.4000000000001,-48.78000000000005,10,0.19999999999999998,42.92,-0.12857142857142867,3318.0,2749.0,3427.5
Eldon Antistatic Chair Mats for Low to Medium Pile Carpets,1431.9440000000002,46.32759999999988,14,0.05,100.75,0.0323529411764705,2365.0,1779.0,3130.5
"Eldon Base for stackable storage shelf, platinum",872.256,-52.569000000000116,25,0.08571428571428573,84.63,-0.060267857142857276,3327.0,2192.0,2335.0
"Eldon Box, Blue",803.3237999999999,143.8638,97,0.16468750000000001,100.197,0.1790856937140416,1650.0,2251.0,412.0
"Eldon Box, Industrial",1079.6922,263.4522,141,0.16755555555555557,135.11599999999999,0.244006764150005,1246.0,2025.0,97.5
"Eldon Box, Single Width",903.0504,210.2904,102,0.13586206896551725,90.929,0.23286673700604088,1396.0,2170.0,365.5
"Eldon Box, Wire Frame",642.8369999999999,116.99700000000001,90,0.125,79.777,0.1820010360324624,1789.0,2390.0,495.0
Eldon Cleatmat Chair Mats for Medium Pile Carpets,344.1,-42.179999999999964,8,0.3,14.07,-0.1225806451612902,3305.0,2798.0,3530.0
Eldon Cleatmat Plus Chair Mats for High Pile Carpets,1304.128,-111.32800000000013,20,0.16,179.69,-0.08536585365853669,3429.0,1872.0,2667.0
"Eldon Clock, Black",3051.8916,671.3616000000001,66,0.16,402.625,0.2199821251842628,646.0,1120.0,980.0
"Eldon Clock, Duo Pack",2398.6148,841.8247999999999,50,0.13052631578947368,236.391,0.3509628974189603,523.0,1323.0,1432.5
"Eldon Clock, Durable",2259.81,226.14999999999998,58,0.19333333333333333,230.676,0.10007478504830052,1356.0,1377.0,1195.0
"Eldon Clock, Erganomic",1804.9160000000002,702.746,41,0.0625,206.91,0.3893510833745171,619.0,1569.0,1690.5
Eldon ClusterMat Chair Mat with Cordless Antistatic Protection,1200.9360000000001,-256.5635999999999,18,0.16,135.23000000000002,-0.2136363636363635,3552.0,1944.0,2818.0
"Eldon Delta Triangular Chair Mat, 52"" x 58"", Clear",546.192,17.44779999999995,17,0.16666666666666666,76.97,0.03194444444444435,2793.0,2519.0,2900.0
"Eldon Door Stop, Black",3211.243200000001,419.4931999999999,73,0.08631578947368422,404.26800000000003,0.13063264719408352,948.0,1089.0,788.0
"Eldon Door Stop, Duo Pack",1935.1440000000002,298.9639999999999,54,0.16875,177.728,0.15449186210431878,1171.0,1511.0,1316.0
"Eldon Door Stop, Durable",2691.7176,557.1576,70,0.15368421052631578,185.759,0.2069896188218259,761.0,1223.0,873.5
"Eldon Door Stop, Erganomic",2523.552,239.48199999999994,65,0.215,278.018,0.09489877759602336,1316.0,1280.0,1010.0
Eldon Econocleat Chair Mats for Low Pile Carpets,331.76,39.811199999999985,8,0.0,36.79,0.11999999999999995,2458.0,2820.0,3530.0
Eldon Executive Woodline II Cherry Finish Desk Accessories,98.13600000000001,-78.50879999999998,6,0.6,10.34,-0.7999999999999997,3387.0,3327.0,3618.5
"Eldon Executive Woodline II Desk Accessories, Mahogany",361.87199999999996,50.008700000000005,17,0.24,34.44,0.13819444444444448,2317.0,2769.0,2900.0
"Eldon Expressions Desk Accessory, Wood Pencil Holder, Oak",108.08000000000001,6.7549999999999955,15,0.19999999999999998,7.859999999999999,0.06249999999999995,3004.0,3291.0,3046.5
"Eldon Expressions Desk Accessory, Wood Photo Frame, Mahogany",262.752,-7.616000000000042,20,0.3,38.43,-0.02898550724637697,3180.0,2917.0,2667.0
Eldon Expressions Mahogany Wood Desk Collection,93.6,23.400000000000006,15,0.0,10.920000000000002,0.25000000000000006,2689.0,3352.0,3046.5
"Eldon Expressions Punched Metal & Wood Desk Accessories, Black & Cherry",155.70800000000003,20.636000000000003,20,0.2,24.3,0.1325301204819277,2744.0,3135.0,2667.0
"Eldon Expressions Punched Metal & Wood Desk Accessories, Pewter & Cherry",121.296,21.705600000000008,13,0.13333333333333333,9.579999999999998,0.1789473684210527,2727.0,3245.0,3213.5
"Eldon Expressions Wood Desk Accessories, Oak",183.024,10.110599999999977,33,0.16666666666666666,21.54,0.05524193548387084,2932.0,3060.0,1956.5
"Eldon Expressions Wood and Plastic Desk Accessories, Cherry Wood",160.54000000000002,46.55659999999999,23,0.0,22.79,0.28999999999999987,2361.0,3123.0,2471.0
"Eldon Expressions Wood and Plastic Desk Accessories, Oak",149.7,41.91600000000001,15,0.0,14.52,0.2800000000000001,2430.0,3154.0,3046.5
"Eldon File Cart, Blue",9619.336000000001,210.85599999999968,86,0.1259259259259259,950.5020000000001,0.021920016100903394,1392.0,328.0,547.5
"Eldon File Cart, Industrial",12733.581000000002,447.9009999999999,127,0.17567567567567569,1226.445,0.03517478704537238,905.0,218.0,179.5
"Eldon File Cart, Single Width",34387.7287,4238.8886999999995,321,0.098,3971.841,0.12326748116981624,58.0,19.0,3.0
Eldon File Chest Portable File,79.4,5.955000000000005,5,0.2,9.65,0.07500000000000007,3018.0,3435.0,3660.5
Eldon Fold 'N Roll Cart System,301.968,63.7488,24,0.12000000000000002,37.82,0.2111111111111111,2150.0,2851.0,2402.5
"Eldon Folders, Blue",1535.6712,146.6412,105,0.08096774193548387,167.615,0.0954899720721467,1636.0,1724.0,342.0
"Eldon Folders, Industrial",2275.2708000000002,-73.49920000000003,159,0.1118918918918919,232.353,-0.03230349547842833,3378.0,1370.0,47.5
"Eldon Folders, Single Width",802.305,151.66500000000002,70,0.24545454545454548,95.17099999999999,0.18903658832987458,1612.0,2252.0,873.5
"Eldon Folders, Wire Frame",1539.195,193.175,115,0.10789473684210525,157.203,0.12550391600804317,1454.0,1722.0,256.5
"Eldon Frame, Black",2874.0875,-120.5125,34,0.154,412.723,-0.041930699743831734,3441.0,1165.0,1918.0
"Eldon Frame, Duo Pack",5518.909500000001,735.5294999999999,65,0.1668421052631579,504.89,0.1332744267685491,586.0,670.0,1010.0
"Eldon Frame, Durable",7124.9344,1464.3844,80,0.09857142857142859,761.0790000000001,0.20552952740168384,292.0,485.0,640.0
"Eldon Frame, Erganomic",4349.744,-310.7859999999999,56,0.15,467.306,-0.07144926230141357,3579.0,857.0,1258.5
Eldon Gobal File Keepers,348.22,-0.6056000000000257,24,0.06666666666666667,55.3,-0.0017391304347826823,3118.0,2788.0,2402.5
Eldon Image Series Black Desk Accessories,48.852,17.0568,12,0.04,7.8999999999999995,0.34915254237288135,2797.0,3588.0,3293.5
"Eldon Image Series Desk Accessories, Burgundy",111.18799999999999,28.2568,31,0.125,12.43,0.25413533834586466,2614.0,3274.0,2040.0
"Eldon Image Series Desk Accessories, Ebony",180.31,55.822,18,0.16,15.81,0.3095890410958904,2236.0,3068.0,2818.0
"Eldon Imàge Series Desk Accessories, Clear",53.46,6.366600000000005,17,0.26666666666666666,5.1,0.11909090909090919,3009.0,3564.0,2900.0
Eldon Jumbo ProFile Portable File Boxes Graphite/Black,36.744,3.674400000000004,3,0.2,2.83,0.1000000000000001,3059.0,3656.0,3746.5
"Eldon Light Bulb, Black",933.6600000000001,38.00999999999999,61,0.2325,103.015,0.040710751237067015,2483.0,2141.0,1117.5
"Eldon Light Bulb, Duo Pack",1429.7160000000001,430.716,75,0.14565217391304347,129.181,0.30125983062370426,924.0,1782.0,748.5
"Eldon Light Bulb, Durable",932.4744,266.5144,54,0.12764705882352942,167.933,0.2858141735580087,1238.0,2144.0,1316.0
"Eldon Light Bulb, Erganomic",782.4076,-21.742400000000018,47,0.18133333333333332,89.217,-0.027789096118187015,3255.0,2267.0,1510.5
"Eldon Lockers, Blue",19255.3236,-2181.0964,123,0.19916666666666666,2033.65,-0.11327238353968769,3774.0,99.0,201.0
"Eldon Lockers, Industrial",17825.3415,6485.461499999999,109,0.15133333333333335,2019.514,0.3638337868590063,21.0,115.0,317.5
"Eldon Lockers, Single Width",12826.511999999999,1248.382,86,0.12142857142857143,1235.565,0.09732825260678821,358.0,216.0,547.5
"Eldon Lockers, Wire Frame",14952.7518,1573.0117999999998,104,0.1809375,1487.145,0.10519881698297164,268.0,169.0,349.0
Eldon Mobile Mega Data Cart  Mega Stackable  Add-On Trays,709.5,205.755,30,0.0,84.0,0.29,1411.0,2328.0,2091.0
"Eldon Photo Frame, Black",1636.3776,240.0276,37,0.17466666666666666,187.90200000000002,0.14668228164452995,1315.0,1662.0,1817.0
"Eldon Photo Frame, Duo Pack",2888.1405,-273.0895,72,0.15227272727272728,361.16,-0.09455547609266239,3561.0,1161.0,813.0
"Eldon Photo Frame, Durable",1720.1842000000001,266.1242,42,0.195,155.18,0.15470680407365672,1239.0,1612.0,1658.5
"Eldon Photo Frame, Erganomic",2188.2652,-75.75480000000012,59,0.20523809523809527,247.91899999999998,-0.03461865591062734,3381.0,1410.0,1163.5
Eldon Pizzaz Desk Accessories,37.464,13.7368,19,0.1,6.08,0.3666666666666667,2870.0,3651.0,2740.5
Eldon Portable Mobile Manager,899.3040000000001,197.3944,34,0.06666666666666668,76.83,0.21949685534591193,1439.0,2174.0,1918.0
Eldon ProFile File 'N Store Portable File Tub Letter/Legal Size Black,614.058,127.446,35,0.1142857142857143,57.43,0.20754716981132076,1728.0,2422.0,1877.0
Eldon Radial Chair Mat for Low to Medium Pile Carpets,775.612,135.93199999999996,20,0.06666666666666667,81.35,0.17525773195876285,1683.0,2276.0,2667.0
"Eldon Regeneration Recycled Desk Accessories, Black",39.688,13.116399999999999,9,0.06666666666666667,4.33,0.33048780487804874,2884.0,3636.0,3480.5
"Eldon Regeneration Recycled Desk Accessories, Smoke",33.756,8.9088,21,0.08,7.4799999999999995,0.2639175257731959,2961.0,3674.0,2597.5
Eldon Shelf Savers Cubes and Bins,300.14,-7.678000000000013,45,0.05,28.97,-0.025581395348837254,3182.0,2852.0,1568.0
"Eldon Shelving, Blue",4705.1328,864.8027999999999,132,0.20973684210526314,550.574,0.18379987064339606,512.0,792.0,141.5
"Eldon Shelving, Industrial",5033.4400000000005,-216.16000000000005,132,0.16216216216216217,471.24399999999997,-0.04294478527607363,3519.0,734.0,141.5
"Eldon Shelving, Single Width",5355.986,-834.3039999999999,136,0.16026315789473683,592.489,-0.15577038476202137,3708.0,688.0,116.5
"Eldon Shelving, Wire Frame",2413.1252,-55.24480000000006,64,0.13625,323.186,-0.02289346611605567,3330.0,1320.0,1036.5
Eldon Simplefile Box Office,345.832,77.128,30,0.07500000000000001,25.56,0.22302158273381295,2035.0,2794.0,2091.0
"Eldon Spacemaker Box, Quick-Snap Lid, Clear",50.768,9.285199999999993,18,0.16666666666666666,9.26,0.1828947368421051,2952.0,3576.0,2818.0
"Eldon Stackable Tray, Side-Load, Legal, Smoke",155.38,52.8292,17,0.0,14.950000000000001,0.34,2271.0,3137.0,2900.0
"Eldon Stacking Tray, Black",1038.45,180.29999999999998,43,0.22916666666666666,120.843,0.17362415137945975,1494.0,2070.0,1632.0
"Eldon Stacking Tray, Duo Pack",1721.9135999999999,34.593600000000016,72,0.14833333333333332,213.844,0.020090206616638615,2528.0,1609.0,813.0
"Eldon Stacking Tray, Durable",1639.0484999999999,210.4185,70,0.13421052631578947,180.775,0.12837844639740678,1395.0,1660.0,873.5
"Eldon Stacking Tray, Erganomic",996.1688000000001,114.22879999999998,44,0.189,79.022,0.11466811648788836,1799.0,2096.0,1598.5
"Eldon Trays, Blue",2771.067,538.747,69,0.09333333333333332,304.484,0.1944186120364466,783.0,1195.0,899.0
"Eldon Trays, Industrial",3228.3849999999998,836.1550000000001,87,0.16666666666666666,448.026,0.2590010175366321,529.0,1082.0,531.5
"Eldon Trays, Single Width",4146.72,320.9600000000001,113,0.17314285714285715,576.743,0.07740093375004825,1117.0,898.0,271.0
"Eldon Trays, Wire Frame",5085.9648,599.1148000000002,148,0.20425,557.668,0.11779766938221833,716.0,724.0,73.0
Eldon Wave Desk Accessories,266.73,98.99960000000002,61,0.15714285714285717,33.75,0.3711603494170135,1888.0,2904.0,1117.5
Electrix 20W Halogen Replacement Bulb for Zoom-In Desk Lamp,168.84,78.256,13,0.04,16.48,0.4634920634920635,2028.0,3108.0,3213.5
"Electrix Architect's Clamp-On Swing Arm Lamp, Black",2863.7999999999997,627.1721999999997,33,0.12,212.72,0.21899999999999994,685.0,1168.0,1956.5
Electrix Fluorescent Magnifier Lamps & Weighted Base,463.79600000000005,73.02320000000003,11,0.1,72.05,0.15744680851063836,2067.0,2646.0,3364.0
Electrix Halogen Magnifier Lamp,2759.0600000000004,314.76599999999996,17,0.2333333333333333,316.37,0.1140845070422535,1133.0,1198.0,2900.0
"Electrix Incandescent Magnifying Lamp, Black",117.28,-16.49249999999999,5,0.4,12.29,-0.14062499999999992,3227.0,3259.0,3660.5
"Elite 5"" Scissors",179.14,37.179999999999986,24,0.08571428571428573,21.35,0.20754716981132068,2493.0,3071.0,2402.5
"Elite Box Cutter, Easy Grip",1946.8348999999996,14.964900000000043,70,0.11,250.953,0.007686784328758461,2842.0,1504.0,873.5
"Elite Box Cutter, High Speed",1579.0051,212.51510000000002,57,0.18562499999999998,191.994,0.13458797568164915,1385.0,1698.0,1228.5
"Elite Box Cutter, Serrated",1125.3410999999999,283.79110000000003,43,0.177,121.711,0.25218229388404995,1201.0,1987.0,1632.0
"Elite Box Cutter, Steel",681.9138,34.2038,28,0.11400000000000002,67.611,0.050158539099809975,2534.0,2357.0,2182.0
"Elite Letter Opener, Easy Grip",2248.841,66.13100000000003,99,0.10703703703703704,243.494,0.02940670327515375,2128.0,1380.0,388.5
"Elite Letter Opener, High Speed",2107.075,375.3650000000002,112,0.20933333333333334,241.554,0.17814505890867682,1016.0,1439.0,283.0
"Elite Letter Opener, Steel",913.9999999999999,194.16000000000003,46,0.10250000000000001,111.851,0.21242888402625826,1451.0,2161.0,1539.0
"Elite Ruler, Easy Grip",591.5111999999999,-31.558799999999998,54,0.15437499999999998,70.874,-0.05335283592263342,3286.0,2454.0,1316.0
"Elite Ruler, High Speed",489.854,-11.865999999999985,49,0.1764285714285714,75.605,-0.024223544158055228,3201.0,2600.0,1459.5
"Elite Ruler, Serrated",472.5,10.890000000000015,56,0.15625,48.333,0.023047619047619077,2920.0,2628.0,1258.5
"Elite Ruler, Steel",959.2,150.85,97,0.13478260869565217,115.51400000000001,0.15726647206005004,1617.0,2120.0,412.0
"Elite Scissors, Easy Grip",686.665,11.90500000000003,43,0.14,72.143,0.017337420721895,2907.0,2350.0,1632.0
"Elite Scissors, High Speed",628.587,56.667000000000016,44,0.2857142857142857,74.491,0.09014981219783422,2219.0,2405.0,1598.5
"Elite Scissors, Serrated",1043.2274999999997,237.29749999999999,68,0.049999999999999996,160.179,0.22746476679343675,1326.0,2060.0,923.5
"Elite Scissors, Steel",1159.2197999999999,217.2498,64,0.07133333333333332,120.266,0.1874103599679716,1373.0,1967.0,1036.5
"Elite Shears, Easy Grip",2825.8893000000003,-185.7507,77,0.16321428571428573,296.812,-0.06573176804908812,3499.0,1179.0,704.0
"Elite Shears, High Speed",1881.9669999999999,-3.052999999999969,55,0.11000000000000001,169.491,-0.0016222388596611784,3142.0,1542.0,1289.5
"Elite Shears, Serrated",1666.8079999999998,-13.192000000000045,55,0.19375,149.02700000000002,-0.007914528847953722,3215.0,1643.0,1289.5
"Elite Shears, Steel",1874.6545999999998,51.7346,55,0.091,153.22,0.027596870378148595,2290.0,1546.0,1289.5
"Elite Trimmer, Easy Grip",2543.5761,621.8961,82,0.14578947368421052,285.688,0.2444967539992218,689.0,1270.0,601.5
"Elite Trimmer, High Speed",1634.4363,142.0763,48,0.1593333333333333,204.105,0.08692678937686345,1655.0,1667.0,1484.0
"Elite Trimmer, Serrated",2985.1860000000006,778.9459999999999,95,0.07173913043478261,246.452,0.26093717443402176,558.0,1130.0,437.5
"Elite Trimmer, Steel",3113.3798000000006,993.4298,104,0.1736,315.932,0.31908403851017464,451.0,1111.0,349.0
Embossed Ink Jet Note Cards,284.382,108.33599999999998,15,0.15000000000000002,31.08,0.3809523809523809,1834.0,2873.0,3046.5
Enermax Acrylux Wireless Keyboard,2450.16,630.4679999999998,29,0.10000000000000002,227.72,0.25731707317073166,681.0,1302.0,2139.5
Enermax Aurora Lite Keyboard,1641.1499999999999,722.1060000000003,21,0.0,202.09,0.4400000000000002,600.0,1657.0,2597.5
Enermax Briskie RF Wireless Keyboard and Mouse Combo,469.402,150.3748,24,0.04,65.69,0.32035398230088497,1619.0,2632.0,2402.5
